Time Force Active_Force Passive_Force  Lambda Derivative Mode Calcium Troponin CrossBridges Q1 Q2 Force
57 0 0 0 1 0 0 0.55 0 0 0 0 0 
58 0 0 0 1 0 0 0.55 0 0 0 0 0 
59 0 0 0 1 0 0 0.55 0 0 0 0 0 
60 0 0 0 1 0 0 0.55 0 0 0 0 0 
61 0 0 0 1 0 0 0.55 0 0 0 0 0 
62 0 0 0 1 0 0 0.55 0 0 0 0 0 
63 0 0 0 1 0 0 0.55 0 0 0 0 0 
64 0 0 0 1 0 0 0.55 0 0 0 0 0 
65 0 0 0 1 0 0 0.55 0 0 0 0 0 
66 0 0 0 1 0 0 0.55 0 0 0 0 0 
67 0 0 0 1 0 0 0.55 0 0 0 0 0 
68 0 0 0 1 0 0 0.55 0 0 0 0 0 
69 0 0 0 1 0 0 0.55 0 0 0 0 0 
70 0 0 0 1 0 0 0.55 0 0 0 0 0 
71 0 0 0 1 0 0 0.55 0 0 0 0 0 
72 0 0 0 1 0 0 0.55 0 0 0 0 0 
73 0 0 0 1 0 0 0.55 0 0 0 0 0 
74 0 0 0 1 0 0 0.55 0 0 0 0 0 
75 0 0 0 1 0 0 0.55 0 0 0 0 0 
76 0 0 0 1 0 0 0.55 0 0 0 0 0 
77 0 0 0 1 0 0 0.55 0 0 0 0 0 
78 0 0 0 1 0 0 0.55 0 0 0 0 0 
79 0 0 0 1 0 0 0.55 0 0 0 0 0 
80 0 0 0 1 0 0 0.55 0 0 0 0 0 
81 0 0 0 1 0 0 0.55 0 0 0 0 0 
82 0 0 0 1 0 0 0.55 0 0 0 0 0 
83 0 0 0 1 0 0 0.55 0 0 0 0 0 
84 0 0 0 1 0 0 0.55 0 0 0 0 0 
85 0 0 0 1 0 0 0.55 0 0 0 0 0 
86 0 0 0 1 0 0 0.55 0 0 0 0 0 
87 0 0 0 1 0 0 0.55 0 0 0 0 0 
88 0 0 0 1 0 0 0.55 0 0 0 0 0 
89 0 0 0 1 0 0 0.55 0 0 0 0 0 
90 0 0 0 1 0 0 0.55 0 0 0 0 0 
91 0 0 0 1 0 0 0.55 0 0 0 0 0 
92 0 0 0 1 0 0 0.55 0 0 0 0 0 
93 0 0 0 1 0 0 0.55 0 0 0 0 0 
94 0 0 0 1 0 0 0.55 0 0 0 0 0 
95 0 0 0 1 0 0 0.55 0 0 0 0 0 
96 0 0 0 1 0 0 0.55 0 0 0 0 0 
97 0 0 0 1 0 0 0.55 0 0 0 0 0 
98 0 0 0 1 0 0 0.55 0 0 0 0 0 
99 0 0 0 1 0 0 0.55 0 0 0 0 0 
100 0 0 0 1 0 0 0.55 0 0 0 0 0 
101 0.0136441 0.0136441 0 1 0 0 0.548069 0.0396632 0.000113279 0 0 0.0135934 
102 0.157334 0.157334 0 1 0 0 0.545925 0.0777319 0.00130893 0 0 0.157071 
103 0.584492 0.584492 0 1 0 0 0.543785 0.110296 0.0048657 0 0 0.583885 
104 1.39615 1.39615 0 1 0 0 0.541649 0.13813 0.0116261 0 0 1.39513 
105 2.63107 2.63107 0 1 0 0 0.539517 0.161897 0.0219135 0 0 2.62962 
106 4.27566 4.27566 0 1 0 0 0.537389 0.182165 0.0356152 0 0 4.27383 
107 6.27909 6.27909 0 1 0 0 0.535265 0.199424 0.0523077 0 0 6.27693 
108 8.56822 8.56822 0 1 0 0 0.533145 0.214091 0.0713818 0 0 8.56581 
109 11.0604 11.0604 0 1 0 0 0.531029 0.226528 0.0921485 0 0 11.0578 
110 13.673 13.673 0 1 0 0 0.528916 0.237043 0.11392 0 0 13.6704 
111 16.3302 16.3302 0 1 0 0 0.526808 0.245903 0.136063 0 0 16.3276 
112 18.9665 18.9665 0 1 0 0 0.524704 0.253335 0.158032 0 0 18.9639 
113 21.5284 21.5284 0 1 0 0 0.522604 0.259537 0.179383 0 0 21.5259 
114 23.975 23.975 0 1 0 0 0.520508 0.264678 0.199771 0 0 23.9726 
115 26.2764 26.2764 0 1 0 0 0.518416 0.268904 0.218952 0 0 26.2742 
116 28.4133 28.4133 0 1 0 0 0.516328 0.272339 0.23676 0 0 28.4112 
117 30.0003 30.0093 -0.00932616 0.999284 -0.00375507 1 0.514245 0.275086 0.253103 0.00280981 -0.0108687 30.0093 
118 30.0003 30.0631 -0.0631268 0.994864 -0.00504674 1 0.512165 0.277014 0.267912 0.0188896 -0.0629024 30.0631 
119 30.0003 30.123 -0.122959 0.98926 -0.00612593 1 0.510089 0.278061 0.281088 0.0371238 -0.109278 30.1229 
120 30.0003 30.1828 -0.182812 0.982682 -0.00699332 1 0.508018 0.278276 0.292566 0.0564233 -0.149549 30.1828 
121 30.0003 30.2385 -0.238459 0.975342 -0.00765233 1 0.505951 0.277727 0.302323 0.0758587 -0.183469 30.2384 
122 30.0003 30.2875 -0.287478 0.967444 -0.008109 1 0.503888 0.276489 0.310375 0.0946476 -0.210954 30.2874 
123 30.0003 30.3289 -0.32893 0.959188 -0.0083719 1 0.501829 0.274644 0.316769 0.112144 -0.232043 30.3289 
124 30.0003 30.3629 -0.362913 0.950761 -0.008452 1 0.499774 0.272277 0.321582 0.127828 -0.246885 30.3629 
125 30.0003 30.3901 -0.390127 0.942341 -0.00836236 1 0.497723 0.269474 0.32491 0.141298 -0.255723 30.3901 
126 30.0003 30.4115 -0.411548 0.934089 -0.00811769 1 0.495677 0.266318 0.326866 0.152259 -0.258882 30.4115 
127 30.0003 30.4282 -0.4282 0.926152 -0.00773388 1 0.493634 0.262888 0.32757 0.160515 -0.256752 30.4282 
128 30.0003 30.441 -0.441029 0.918662 -0.00722752 1 0.491596 0.259257 0.327149 0.165956 -0.249774 30.441 
129 30.0003 30.4508 -0.450847 0.911733 -0.00661546 1 0.489562 0.255495 0.325731 0.168552 -0.238428 30.4508 
130 30.0003 30.4583 -0.458315 0.905461 -0.00591437 1 0.487533 0.251662 0.323441 0.168339 -0.223215 30.4583 
131 30.0003 30.464 -0.463956 0.899929 -0.00514049 1 0.485508 0.247815 0.320403 0.165407 -0.204647 30.464 
132 30.0003 30.4682 -0.468168 0.8952 -0.00430935 1 0.483486 0.244003 0.316734 0.159896 -0.183235 30.4682 
133 30.0003 30.4712 -0.47125 0.891325 -0.00343562 1 0.48147 0.240268 0.312546 0.151979 -0.159478 30.4712 
134 30.0003 30.4734 -0.473412 0.88835 -0.00249085 1 0.479457 0.23665 0.307942 0.14182 -0.133701 30.4734 
135 30.0003 30.4748 -0.474761 0.886369 -0.00146564 1 0.477449 0.233182 0.30302 0.12938 -0.10551 30.4748 
136 30.0003 30.4754 -0.475376 0.88543 -0.000409624 1 0.475445 0.229898 0.29787 0.114799 -0.0752708 30.4754 
137 29.913 30.3885 -0.475427 0.885352 7.44596e-07 2 0.473445 0.226824 0.292577 0.0990845 -0.0464662 30.3887 
138 29.5078 29.9832 -0.475427 0.885352 7.44596e-07 2 0.47145 0.223955 0.287214 0.0852819 -0.0281796 29.9837 
139 28.9206 29.396 -0.475427 0.885352 7.44596e-07 2 0.469459 0.221269 0.281841 0.073402 -0.0170897 29.3966 
140 28.2494 28.7248 -0.475427 0.885352 7.44596e-07 2 0.467473 0.218743 0.276502 0.063177 -0.0103641 28.7255 
141 27.5494 28.0248 -0.475427 0.885352 7.44596e-07 2 0.465491 0.216358 0.271232 0.0543763 -0.00628537 28.0255 
142 26.8513 27.3267 -0.475427 0.885352 7.44596e-07 2 0.463513 0.214099 0.266054 0.0468016 -0.00381179 27.3274 
143 26.1718 26.6472 -0.475427 0.885352 7.44596e-07 2 0.46154 0.211949 0.260985 0.0402821 -0.00231168 26.6479 
144 25.5193 25.9947 -0.475427 0.885352 7.44596e-07 2 0.459571 0.209898 0.256039 0.0346707 -0.00140193 25.9953 
145 24.8974 25.3728 -0.475427 0.885352 7.44596e-07 2 0.457606 0.207933 0.251221 0.029841 -0.000850207 25.3734 
146 24.3068 24.7823 -0.475427 0.885352 7.44596e-07 2 0.455646 0.206045 0.246535 0.0256841 -0.000515612 24.7828 
147 23.747 24.2224 -0.475427 0.885352 7.44596e-07 2 0.45369 0.204224 0.241984 0.0221063 -0.000312695 24.2229 
148 23.2161 23.6916 -0.475427 0.885352 7.44596e-07 2 0.451739 0.202464 0.237566 0.0190268 -0.000189636 23.6921 
149 22.7124 23.1878 -0.475427 0.885352 7.44596e-07 2 0.449792 0.200758 0.233279 0.0163764 -0.000115005 23.1883 
150 22.2336 22.7091 -0.475427 0.885352 7.44596e-07 2 0.44785 0.1991 0.22912 0.0140951 -6.97456e-05 22.7095 
151 21.7778 22.2532 -0.475427 0.885352 7.44596e-07 2 0.445913 0.197484 0.225083 0.0121316 -4.22975e-05 22.2537 
152 21.3429 21.8183 -0.475427 0.885352 7.44596e-07 2 0.443979 0.195907 0.221165 0.0104417 -2.56516e-05 21.8187 
153 20.9271 21.4025 -0.475427 0.885352 7.44596e-07 2 0.442051 0.194363 0.21736 0.00898713 -1.55565e-05 21.4029 
154 20.5286 21.0041 -0.475427 0.885352 7.44596e-07 2 0.440127 0.192851 0.213663 0.00773521 -9.43432e-06 21.0045 
155 20.1461 20.6215 -0.475427 0.885352 7.44596e-07 2 0.438207 0.191366 0.210068 0.00665768 -5.72149e-06 20.6219 
156 19.7779 20.2533 -0.475427 0.885352 7.44596e-07 2 0.436292 0.189905 0.20657 0.00573025 -3.46982e-06 20.2537 
157 19.423 19.8984 -0.475427 0.885352 7.44596e-07 2 0.434382 0.188467 0.203164 0.00493202 -2.10429e-06 19.8987 
158 19.08 19.5555 -0.475427 0.885352 7.44596e-07 2 0.432476 0.18705 0.199845 0.00424498 -1.27616e-06 19.5558 
159 18.7481 19.2235 -0.475427 0.885352 7.44596e-07 2 0.430575 0.185651 0.196608 0.00365365 -7.73932e-07 19.2239 
160 18.4263 18.9017 -0.475427 0.885352 7.44596e-07 2 0.428679 0.184269 0.193448 0.00314469 -4.69355e-07 18.902 
161 18.1137 18.5891 -0.475427 0.885352 7.44596e-07 2 0.426787 0.182902 0.19036 0.00270663 -2.84642e-07 18.5895 
162 17.8097 18.2851 -0.475427 0.885352 7.44596e-07 2 0.424899 0.18155 0.187341 0.00232959 -1.72623e-07 18.2854 
163 17.5135 17.9889 -0.475427 0.885352 7.44596e-07 2 0.423017 0.180211 0.184387 0.00200507 -1.04688e-07 17.9892 
164 17.2246 17.7001 -0.475427 0.885352 7.44596e-07 2 0.421139 0.178883 0.181494 0.00172576 -6.34885e-08 17.7003 
165 16.9425 17.4179 -0.475427 0.885352 7.44596e-07 2 0.419266 0.177568 0.178658 0.00148536 -3.85029e-08 17.4182 
166 16.6665 17.142 -0.475427 0.885352 7.44596e-07 2 0.417398 0.176262 0.175877 0.00127845 -2.33503e-08 17.1422 
167 16.3965 16.8719 -0.475427 0.885352 7.44596e-07 2 0.415534 0.174966 0.173147 0.00110036 -1.41609e-08 16.8721 
168 16.1318 16.6072 -0.475427 0.885352 7.44596e-07 2 0.413675 0.17368 0.170466 0.000947077 -8.58794e-09 16.6075 
169 15.8722 16.3477 -0.475427 0.885352 7.44596e-07 2 0.411821 0.172403 0.167832 0.000815147 -5.2082e-09 16.3479 
170 15.6174 16.0929 -0.475427 0.885352 7.44596e-07 2 0.409971 0.171133 0.165241 0.000701596 -3.15854e-09 16.0931 
171 15.3672 15.8426 -0.475427 0.885352 7.44596e-07 2 0.408127 0.169872 0.162693 0.000603862 -1.91551e-09 15.8428 
172 15.1211 15.5965 -0.475427 0.885352 7.44596e-07 2 0.406287 0.168618 0.160184 0.000519743 -1.16167e-09 15.5968 
173 14.8791 15.3545 -0.475427 0.885352 7.44596e-07 2 0.404452 0.167372 0.157714 0.000447342 -7.045e-10 15.3548 
174 14.6409 15.1163 -0.475427 0.885352 7.44596e-07 2 0.402621 0.166132 0.15528 0.000385027 -4.27248e-10 15.1166 
175 14.4063 14.8818 -0.475427 0.885352 7.44596e-07 2 0.400796 0.164899 0.152882 0.000331392 -2.59106e-10 14.882 
176 14.1753 14.6507 -0.475427 0.885352 7.44596e-07 2 0.398976 0.163673 0.150517 0.000285228 -1.57136e-10 14.6509 
177 13.9475 14.4229 -0.475427 0.885352 7.44596e-07 2 0.39716 0.162454 0.148185 0.000245496 -9.52961e-11 14.4232 
178 13.723 14.1984 -0.475427 0.885352 7.44596e-07 2 0.395349 0.16124 0.145885 0.000211298 -5.77928e-11 14.1986 
179 13.5015 13.9769 -0.475427 0.885352 7.44596e-07 2 0.393543 0.160033 0.143615 0.000181863 -3.50487e-11 13.9771 
180 13.283 13.7584 -0.475427 0.885352 7.44596e-07 2 0.391742 0.158832 0.141375 0.00015653 -2.12555e-11 13.7586 
181 13.0674 13.5428 -0.475427 0.885352 7.44596e-07 2 0.389946 0.157636 0.139163 0.000134725 -1.28905e-11 13.543 
182 12.8546 13.33 -0.475427 0.885352 7.44596e-07 2 0.388155 0.156447 0.13698 0.000115957 -7.81749e-12 13.3302 
183 12.6444 13.1199 -0.475427 0.885352 7.44596e-07 2 0.386369 0.155263 0.134824 9.98043e-05 -4.74095e-12 13.1201 
184 12.437 12.9124 -0.475427 0.885352 7.44596e-07 2 0.384588 0.154085 0.132695 8.59014e-05 -2.87517e-12 12.9126 
185 12.2321 12.7076 -0.475427 0.885352 7.44596e-07 2 0.382812 0.152912 0.130591 7.39352e-05 -1.74366e-12 12.7078 
186 12.0298 12.5052 -0.475427 0.885352 7.44596e-07 2 0.38104 0.151746 0.128514 6.36359e-05 -1.05745e-12 12.5054 
187 11.8299 12.3054 -0.475427 0.885352 7.44596e-07 2 0.379274 0.150584 0.126461 5.47713e-05 -6.41298e-13 12.3056 
188 11.6325 12.1079 -0.475427 0.885352 7.44596e-07 2 0.377513 0.149428 0.124434 4.71416e-05 -3.88918e-13 12.1081 
189 11.4375 11.9129 -0.475427 0.885352 7.44596e-07 2 0.375757 0.148278 0.122431 4.05747e-05 -2.35861e-13 11.9131 
190 11.2448 11.7202 -0.475427 0.885352 7.44596e-07 2 0.374006 0.147134 0.120451 3.49225e-05 -1.43039e-13 11.7204 
191 11.0545 11.5299 -0.475427 0.885352 7.44596e-07 2 0.37226 0.145994 0.118496 3.00578e-05 -8.67468e-14 11.5301 
192 10.8664 11.3418 -0.475427 0.885352 7.44596e-07 2 0.370519 0.14486 0.116564 2.58707e-05 -5.2608e-14 11.342 
193 10.6806 11.156 -0.475427 0.885352 7.44596e-07 2 0.368783 0.143732 0.114655 2.22668e-05 -3.19044e-14 11.1562 
194 10.4971 10.9725 -0.475427 0.885352 7.44596e-07 2 0.367052 0.142609 0.112769 1.9165e-05 -1.93486e-14 10.9727 
195 10.3157 10.7912 -0.475427 0.885352 7.44596e-07 2 0.365327 0.141492 0.110906 1.64953e-05 -1.1734e-14 10.7913 
196 10.1366 10.612 -0.475427 0.885352 7.44596e-07 2 0.363606 0.14038 0.109065 1.41975e-05 -7.11616e-15 10.6122 
197 9.95962 10.435 -0.475427 0.885352 7.44596e-07 2 0.361891 0.139273 0.107247 1.22198e-05 -4.31563e-15 10.4352 
198 9.78481 10.2602 -0.475427 0.885352 7.44596e-07 2 0.360181 0.138172 0.10545 1.05175e-05 -2.61723e-15 10.2604 
199 9.61214 10.0876 -0.475427 0.885352 7.44596e-07 2 0.358476 0.137076 0.103676 9.05241e-06 -1.58723e-15 10.0877 
200 9.44158 9.91701 -0.475427 0.885352 7.44596e-07 2 0.356776 0.135986 0.101923 7.7914e-06 -9.62586e-16 9.91718 
201 9.27314 9.74857 -0.475427 0.885352 7.44596e-07 2 0.355081 0.134901 0.100192 6.70604e-06 -5.83765e-16 9.74873 
202 9.10679 9.58221 -0.475427 0.885352 7.44596e-07 2 0.353392 0.133822 0.0984824 5.77188e-06 -3.54027e-16 9.58238 
203 8.94251 9.41794 -0.475427 0.885352 7.44596e-07 2 0.351707 0.132748 0.0967942 4.96785e-06 -2.14701e-16 9.4181 
204 8.78031 9.25573 -0.475427 0.885352 7.44596e-07 2 0.350028 0.13168 0.0951272 4.27582e-06 -1.30207e-16 9.2559 
205 8.62015 9.09558 -0.475427 0.885352 7.44596e-07 2 0.348355 0.130617 0.0934813 3.68019e-06 -7.89645e-17 9.09574 
206 8.46204 8.93747 -0.475427 0.885352 7.44596e-07 2 0.346686 0.12956 0.0918563 3.16753e-06 -4.78884e-17 8.93763 
207 8.30596 8.78139 -0.475427 0.885352 7.44596e-07 2 0.345023 0.128508 0.0902522 2.72629e-06 -2.90421e-17 8.78154 
208 8.15189 8.62732 -0.475427 0.885352 7.44596e-07 2 0.343365 0.127462 0.0886688 2.34651e-06 -1.76127e-17 8.62747 
209 7.99983 8.47526 -0.475427 0.885352 7.44596e-07 2 0.341712 0.126421 0.087106 2.01964e-06 -1.06813e-17 8.47541 
