Time D1Force D1M1Lambda D2M2Lambda D1Lambda Mode1 D2Force D2M1Lambda D2M2Lambda D2Lambda Mode2
300.001 4.99007 1.09118 0.691926 0.891551 2 0.339578 1.006 0.991372 0.998687 3
301.001 4.92745 1.09074 0.692362 0.891551 2 0.343249 1.00658 0.992391 0.999487 3
302.001 4.8638 1.09029 0.692811 0.891551 2 0.341882 1.0069 0.993102 1 0
303.001 4.79913 1.08983 0.693273 0.891551 2 0.332573 1.00675 0.993249 1 0
304.001 4.73339 1.08935 0.693748 0.891551 2 0.324811 1.00663 0.993368 1 0
305.001 4.66659 1.08886 0.694237 0.891551 2 0.317951 1.00653 0.993468 1 0
306.001 4.59868 1.08836 0.69474 0.891551 2 0.311619 1.00644 0.993557 1 0
307.001 4.52965 1.08784 0.695259 0.891551 2 0.305595 1.00636 0.993638 1 0
308.001 4.45948 1.08731 0.695793 0.891551 2 0.299751 1.00628 0.993717 1 0
309.001 4.38814 1.08676 0.696345 0.891551 2 0.294013 1.00621 0.993794 1 0
310.001 4.3156 1.08619 0.696914 0.891551 2 0.288341 1.00613 0.993872 1 0
311.001 4.24184 1.0856 0.697501 0.891551 2 0.282714 1.00605 0.99395 1 0
312.001 4.16682 1.08499 0.698108 0.891551 2 0.277122 1.00597 0.99403 1 0
313.001 4.09052 1.08437 0.698735 0.891551 2 0.271562 1.00589 0.994112 1 0
314.001 4.0129 1.08372 0.699384 0.891551 2 0.266036 1.0058 0.994196 1 0
315.001 3.93393 1.08305 0.700056 0.891551 2 0.260547 1.00572 0.994281 1 0
316.001 3.85358 1.08235 0.700752 0.891551 2 0.2551 1.00563 0.994368 1 0
317.001 3.7718 1.08163 0.701473 0.891551 2 0.2497 1.00554 0.994456 1 0
318.001 3.68855 1.08088 0.702222 0.891551 2 0.244351 1.00545 0.994546 1 0
319.001 3.6038 1.0801 0.703 0.891551 2 0.239058 1.00536 0.994637 1 0
320.001 3.51749 1.07929 0.703809 0.891551 2 0.233826 1.00527 0.994728 1 0
321.001 3.42957 1.07845 0.704651 0.891551 2 0.228659 1.00518 0.99482 1 0
322.001 3.34 1.07757 0.705528 0.891551 2 0.22356 1.00509 0.994912 1 0
323.001 3.24872 1.07666 0.706443 0.891551 2 0.218533 1.005 0.995004 1 0
324.001 3.15566 1.0757 0.7074 0.891551 2 0.21358 1.0049 0.995096 1 0
325.001 3.06077 1.0747 0.708401 0.891551 2 0.208704 1.00481 0.995188 1 0
326.001 2.96397 1.07365 0.70945 0.891551 2 0.203906 1.00472 0.99528 1 0
327.001 2.86518 1.07255 0.71055 0.891551 2 0.199189 1.00463 0.995371 1 0
328.001 2.76433 1.07139 0.711708 0.891551 2 0.194554 1.00454 0.995462 1 0
329.001 2.66133 1.07017 0.712928 0.891551 2 0.190001 1.00445 0.995551 1 0
330.001 2.55607 1.06888 0.714217 0.891551 2 0.185532 1.00436 0.99564 1 0
331.001 2.44845 1.06752 0.715581 0.891551 2 0.181147 1.00427 0.995729 1 0
332.001 2.33834 1.06607 0.717029 0.891551 2 0.176846 1.00418 0.995816 1 0
333.001 2.22562 1.06453 0.718571 0.891551 2 0.17263 1.0041 0.995902 1 0
334.001 2.11014 1.06288 0.720219 0.891551 2 0.168498 1.00401 0.995987 1 0
335.001 1.99173 1.06112 0.721985 0.891551 2 0.16445 1.00393 0.996071 1 0
336.001 1.8702 1.05921 0.723888 0.891551 2 0.160486 1.00385 0.996154 1 0
337.001 1.74533 1.05715 0.725947 0.891551 2 0.156605 1.00376 0.996236 1 0
338.001 1.61688 1.05491 0.728189 0.891551 2 0.152807 1.00368 0.996316 1 0
339.001 1.48672 1.0525 0.730788 0.891643 3 0.14909 1.0036 0.996396 1 0
340.001 1.36728 1.05014 0.734747 0.892443 3 0.145455 1.00353 0.996474 1 0
341.001 1.24005 1.04745 0.739032 0.893243 3 0.1419 1.00345 0.99655 1 0
342.001 1.10444 1.04437 0.74372 0.894043 3 0.138424 1.00337 0.996626 1 0
343.001 0.959741 1.04077 0.748916 0.894843 3 0.135027 1.0033 0.9967 1 0
344.001 0.805055 1.03651 0.754778 0.895643 3 0.131706 1.00323 0.996773 1 0
345.001 0.639206 1.03133 0.76155 0.896443 3 0.128461 1.00316 0.996844 1 0
346.001 0.460574 1.02484 0.76964 0.897243 3 0.125291 1.00309 0.996915 1 0
347.001 0.266757 1.01627 0.779816 0.898043 3 0.122194 1.00302 0.996984 1 0
348.001 0.0537896 1.00389 0.793797 0.898843 3 0.11917 1.00295 0.997051 1 0
349.001 -0.186215 0.982272 0.817013 0.899643 3 0.116216 1.00288 0.997118 1 0
350.001 -0.463466 0.900443 0.900443 0.900443 3 0.113332 1.00282 0.997183 1 0
351.001 -0.46269 0.901243 0.901243 0.901243 3 0.110517 1.00275 0.997247 1 0
352.001 -0.461897 0.902043 0.902043 0.902043 3 0.107769 1.00269 0.997309 1 0
353.001 -0.461088 0.902843 0.902843 0.902843 3 0.105086 1.00263 0.997371 1 0
354.001 -0.460261 0.903643 0.903643 0.903643 3 0.102468 1.00257 0.997431 1 0
355.001 -0.459417 0.904443 0.904443 0.904443 3 0.0999137 1.00251 0.99749 1 0
356.001 -0.458554 0.905243 0.905243 0.905243 3 0.0974208 1.00245 0.997548 1 0
357.001 -0.457674 0.906043 0.906043 0.906043 3 0.0949885 1.0024 0.997604 1 0
358.001 -0.456775 0.906843 0.906843 0.906843 3 0.0926156 1.00234 0.99766 1 0
359.001 -0.455856 0.907643 0.907643 0.907643 3 0.0903006 1.00229 0.997714 1 0
360.001 -0.454918 0.908443 0.908443 0.908443 3 0.0880424 1.00223 0.997767 1 0
361.001 -0.45396 0.909243 0.909243 0.909243 3 0.0858398 1.00218 0.997819 1 0
362.001 -0.452982 0.910043 0.910043 0.910043 3 0.0836914 1.00213 0.99787 1 0
363.001 -0.451983 0.910843 0.910843 0.910843 3 0.081596 1.00208 0.99792 1 0
364.001 -0.450963 0.911643 0.911643 0.911643 3 0.0795525 1.00203 0.997969 1 0
365.001 -0.449921 0.912443 0.912443 0.912443 3 0.0775597 1.00198 0.998017 1 0
366.001 -0.448857 0.913243 0.913243 0.913243 3 0.0756164 1.00194 0.998063 1 0
367.001 -0.447771 0.914043 0.914043 0.914043 3 0.0737214 1.00189 0.998109 1 0
368.001 -0.446661 0.914843 0.914843 0.914843 3 0.0718736 1.00185 0.998154 1 0
369.001 -0.445528 0.915643 0.915643 0.915643 3 0.0700719 1.0018 0.998197 1 0
370.001 -0.44437 0.916443 0.916443 0.916443 3 0.0683152 1.00176 0.99824 1 0
371.001 -0.443188 0.917243 0.917243 0.917243 3 0.0666024 1.00172 0.998282 1 0
372.001 -0.441981 0.918043 0.918043 0.918043 3 0.0649326 1.00168 0.998323 1 0
373.001 -0.440749 0.918843 0.918843 0.918843 3 0.0633046 1.00164 0.998363 1 0
374.001 -0.43949 0.919643 0.919643 0.919643 3 0.0617174 1.0016 0.998402 1 0
375.001 -0.438204 0.920443 0.920443 0.920443 3 0.0601701 1.00156 0.99844 1 0
376.001 -0.436891 0.921243 0.921243 0.921243 3 0.0586616 1.00152 0.998477 1 0
377.001 -0.43555 0.922043 0.922043 0.922043 3 0.0571911 1.00149 0.998514 1 0
378.001 -0.434181 0.922843 0.922843 0.922843 3 0.0557576 1.00145 0.998549 1 0
379.001 -0.432782 0.923643 0.923643 0.923643 3 0.0543602 1.00142 0.998584 1 0
380.001 -0.431354 0.924443 0.924443 0.924443 3 0.052998 1.00138 0.998618 1 0
381.001 -0.429896 0.925243 0.925243 0.925243 3 0.0516701 1.00135 0.998651 1 0
382.001 -0.428406 0.926043 0.926043 0.926043 3 0.0503757 1.00132 0.998684 1 0
383.001 -0.426885 0.926843 0.926843 0.926843 3 0.049114 1.00128 0.998716 1 0
384.001 -0.425332 0.927643 0.927643 0.927643 3 0.0478841 1.00125 0.998747 1 0
385.001 -0.423745 0.928443 0.928443 0.928443 3 0.0466852 1.00122 0.998777 1 0
386.001 -0.422125 0.929243 0.929243 0.929243 3 0.0455166 1.00119 0.998806 1 0
387.001 -0.420471 0.930043 0.930043 0.930043 3 0.0443776 1.00117 0.998835 1 0
388.001 -0.418781 0.930843 0.930843 0.930843 3 0.0432673 1.00114 0.998864 1 0
389.001 -0.417055 0.931643 0.931643 0.931643 3 0.042185 1.00111 0.998891 1 0
390.001 -0.415293 0.932443 0.932443 0.932443 3 0.0411301 1.00108 0.998918 1 0
391.001 -0.413493 0.933243 0.933243 0.933243 3 0.0401019 1.00106 0.998944 1 0
392.001 -0.411655 0.934043 0.934043 0.934043 3 0.0390997 1.00103 0.99897 1 0
393.001 -0.409778 0.934843 0.934843 0.934843 3 0.0381227 1.00101 0.998995 1 0
394.001 -0.407861 0.935643 0.935643 0.935643 3 0.0371705 1.00098 0.999019 1 0
395.001 -0.405904 0.936443 0.936443 0.936443 3 0.0362424 1.00096 0.999043 1 0
396.001 -0.403905 0.937243 0.937243 0.937243 3 0.0353377 1.00093 0.999067 1 0
397.001 -0.401863 0.938043 0.938043 0.938043 3 0.0344559 1.00091 0.999089 1 0
398.001 -0.399778 0.938843 0.938843 0.938843 3 0.0335963 1.00089 0.999112 1 0
399.001 -0.397648 0.939643 0.939643 0.939643 3 0.0327585 1.00087 0.999133 1 0
400.001 -0.395474 0.940443 0.940443 0.940443 3 0.0319419 1.00085 0.999155 1 0
401.001 -0.393253 0.941243 0.941243 0.941243 3 0.0311459 1.00083 0.999175 1 0
402.001 -0.390985 0.942043 0.942043 0.942043 3 0.03037 1.0008 0.999195 1 0
403.001 -0.388669 0.942843 0.942843 0.942843 3 0.0296137 1.00079 0.999215 1 0
404.001 -0.386303 0.943643 0.943643 0.943643 3 0.0288765 1.00077 0.999234 1 0
405.001 -0.383888 0.944443 0.944443 0.944443 3 0.0281579 1.00075 0.999253 1 0
406.001 -0.381421 0.945243 0.945243 0.945243 3 0.0274575 1.00073 0.999271 1 0
407.001 -0.378901 0.946043 0.946043 0.946043 3 0.0267747 1.00071 0.999289 1 0
408.001 -0.376328 0.946843 0.946843 0.946843 3 0.0261092 1.00069 0.999307 1 0
409.001 -0.373701 0.947643 0.947643 0.947643 3 0.0254605 1.00068 0.999324 1 0
410.001 -0.371017 0.948443 0.948443 0.948443 3 0.0248282 1.00066 0.99934 1 0
411.001 -0.368277 0.949243 0.949243 0.949243 3 0.0242118 1.00064 0.999356 1 0
412.001 -0.365478 0.950043 0.950043 0.950043 3 0.0236109 1.00063 0.999372 1 0
413.001 -0.36262 0.950843 0.950843 0.950843 3 0.0230252 1.00061 0.999388 1 0
414.001 -0.359701 0.951643 0.951643 0.951643 3 0.0224543 1.0006 0.999403 1 0
415.001 -0.35672 0.952443 0.952443 0.952443 3 0.0218977 1.00058 0.999417 1 0
416.001 -0.353676 0.953243 0.953243 0.953243 3 0.0213552 1.00057 0.999432 1 0
417.001 -0.350567 0.954043 0.954043 0.954043 3 0.0208263 1.00055 0.999446 1 0
418.001 -0.347392 0.954843 0.954843 0.954843 3 0.0203108 1.00054 0.999459 1 0
419.001 -0.34415 0.955643 0.955643 0.955643 3 0.0198082 1.00053 0.999473 1 0
420.001 -0.340839 0.956443 0.956443 0.956443 3 0.0193183 1.00051 0.999486 1 0
421.001 -0.337457 0.957243 0.957243 0.957243 3 0.0188407 1.0005 0.999498 1 0
422.001 -0.334004 0.958043 0.958043 0.958043 3 0.0183751 1.00049 0.999511 1 0
423.001 -0.330477 0.958843 0.958843 0.958843 3 0.0179212 1.00048 0.999523 1 0
424.001 -0.326875 0.959643 0.959643 0.959643 3 0.0174787 1.00047 0.999534 1 0
425.001 -0.323197 0.960443 0.960443 0.960443 3 0.0170473 1.00045 0.999546 1 0
426.001 -0.31944 0.961243 0.961243 0.961243 3 0.0166268 1.00044 0.999557 1 0
427.001 -0.315604 0.962043 0.962043 0.962043 3 0.0162168 1.00043 0.999568 1 0
428.001 -0.311686 0.962843 0.962843 0.962843 3 0.0158171 1.00042 0.999579 1 0
429.001 -0.307685 0.963643 0.963643 0.963643 3 0.0154274 1.00041 0.999589 1 0
430.001 -0.303599 0.964443 0.964443 0.964443 3 0.0150476 1.0004 0.999599 1 0
431.001 -0.299426 0.965243 0.965243 0.965243 3 0.0146772 1.00039 0.999609 1 0
432.001 -0.295165 0.966043 0.966043 0.966043 3 0.0143161 1.00038 0.999619 1 0
433.001 -0.290813 0.966843 0.966843 0.966843 3 0.0139641 1.00037 0.999628 1 0
434.001 -0.286368 0.967643 0.967643 0.967643 3 0.0136208 1.00036 0.999637 1 0
435.001 -0.281829 0.968443 0.968443 0.968443 3 0.0132862 1.00035 0.999646 1 0
436.001 -0.277194 0.969243 0.969243 0.969243 3 0.0129599 1.00035 0.999655 1 0
437.001 -0.27246 0.970043 0.970043 0.970043 3 0.0126418 1.00034 0.999663 1 0
438.001 -0.267626 0.970843 0.970843 0.970843 3 0.0123317 1.00033 0.999672 1 0
439.001 -0.262688 0.971643 0.971643 0.971643 3 0.0120293 1.00032 0.99968 1 0
440.001 -0.257646 0.972443 0.972443 0.972443 3 0.0117345 1.00031 0.999688 1 0
441.001 -0.252497 0.973243 0.973243 0.973243 3 0.011447 1.00031 0.999695 1 0
442.001 -0.247239 0.974043 0.974043 0.974043 3 0.0111667 1.0003 0.999703 1 0
443.001 -0.241868 0.974843 0.974843 0.974843 3 0.0108934 1.00029 0.99971 1 0
444.001 -0.236384 0.975643 0.975643 0.975643 3 0.0106269 1.00028 0.999717 1 0
445.001 -0.230783 0.976443 0.976443 0.976443 3 0.010367 1.00028 0.999724 1 0
446.001 -0.225063 0.977243 0.977243 0.977243 3 0.0101136 1.00027 0.999731 1 0
447.001 -0.219222 0.978043 0.978043 0.978043 3 0.00986658 1.00026 0.999738 1 0
448.001 -0.213256 0.978843 0.978843 0.978843 3 0.00962567 1.00026 0.999744 1 0
449.001 -0.207164 0.979643 0.979643 0.979643 3 0.00939076 1.00025 0.99975 1 0
450.001 -0.200942 0.980443 0.980443 0.980443 3 0.00916169 1.00024 0.999756 1 0
451.001 -0.194588 0.981243 0.981243 0.981243 3 0.00893831 1.00024 0.999762 1 0
452.001 -0.188099 0.982043 0.982043 0.982043 3 0.00872049 1.00023 0.999768 1 0
453.001 -0.181472 0.982843 0.982843 0.982843 3 0.00850808 1.00023 0.999774 1 0
454.001 -0.174705 0.983643 0.983643 0.983643 3 0.00830094 1.00022 0.99978 1 0
455.001 -0.167793 0.984443 0.984443 0.984443 3 0.00809895 1.00022 0.999785 1 0
456.001 -0.160735 0.985243 0.985243 0.985243 3 0.00790197 1.00021 0.99979 1 0
457.001 -0.153527 0.986043 0.986043 0.986043 3 0.00770987 1.0002 0.999795 1 0
458.001 -0.146165 0.986843 0.986843 0.986843 3 0.00752254 1.0002 0.9998 1 0
459.001 -0.138648 0.987643 0.987643 0.987643 3 0.00733984 1.0002 0.999805 1 0
460.001 -0.13097 0.988443 0.988443 0.988443 3 0.00716168 1.00019 0.99981 1 0
461.001 -0.123129 0.989243 0.989243 0.989243 3 0.00698792 1.00019 0.999815 1 0
462.001 -0.115122 0.990043 0.990043 0.990043 3 0.00681846 1.00018 0.999819 1 0
463.001 -0.106945 0.990843 0.990843 0.990843 3 0.00665319 1.00018 0.999824 1 0
464.001 -0.0985939 0.991643 0.991643 0.991643 3 0.00649201 1.00017 0.999828 1 0
465.001 -0.0900654 0.992443 0.992443 0.992443 3 0.00633481 1.00017 0.999832 1 0
466.001 -0.0813557 0.993243 0.993243 0.993243 3 0.0061815 1.00016 0.999836 1 0
467.001 -0.0724609 0.994043 0.994043 0.994043 3 0.00603197 1.00016 0.99984 1 0
468.001 -0.0633772 0.994843 0.994843 0.994843 3 0.00588613 1.00016 0.999844 1 0
469.001 -0.0541005 0.995643 0.995643 0.995643 3 0.00574388 1.00015 0.999848 1 0
470.001 -0.0446266 0.996443 0.996443 0.996443 3 0.00560515 1.00015 0.999852 1 0
471.001 -0.0349515 0.997243 0.997243 0.997243 3 0.00546983 1.00014 0.999855 1 0
472.001 -0.0250708 0.998043 0.998043 0.998043 3 0.00533784 1.00014 0.999859 1 0
473.001 -0.0149802 0.998843 0.998843 0.998843 3 0.0052091 1.00014 0.999862 1 0
474.001 -0.0046752 0.999643 0.999643 0.999643 3 0.00508353 1.00013 0.999866 1 0
475.001 1.66446e-06 1 1 1 0 0.00496105 1.00013 0.999869 1 0
476.001 1.66446e-06 1 1 1 0 0.00484158 1.00013 0.999872 1 0
477.001 1.66446e-06 1 1 1 0 0.00472505 1.00013 0.999875 1 0
478.001 1.66446e-06 1 1 1 0 0.00461138 1.00012 0.999878 1 0
479.001 1.66446e-06 1 1 1 0 0.00450049 1.00012 0.999881 1 0
480.001 1.66446e-06 1 1 1 0 0.00439233 1.00012 0.999884 1 0
481.001 1.66446e-06 1 1 1 0 0.00428682 1.00011 0.999887 1 0
482.001 1.66446e-06 1 1 1 0 0.0041839 1.00011 0.99989 1 0
483.001 1.66446e-06 1 1 1 0 0.0040835 1.00011 0.999893 1 0
484.001 1.66446e-06 1 1 1 0 0.00398556 1.00011 0.999895 1 0
485.001 1.66446e-06 1 1 1 0 0.00389001 1.0001 0.999898 1 0
486.001 1.66446e-06 1 1 1 0 0.0037968 1.0001 0.9999 1 0
487.001 1.66446e-06 1 1 1 0 0.00370587 1.0001 0.999903 1 0
488.001 1.66446e-06 1 1 1 0 0.00361717 1.0001 0.999905 1 0
489.001 1.66446e-06 1 1 1 0 0.00353063 1.00009 0.999907 1 0
490.001 1.66446e-06 1 1 1 0 0.0034462 1.00009 0.99991 1 0
491.001 1.66446e-06 1 1 1 0 0.00336383 1.00009 0.999912 1 0
492.001 1.66446e-06 1 1 1 0 0.00328348 1.00009 0.999914 1 0
493.001 1.66446e-06 1 1 1 0 0.00320508 1.00008 0.999916 1 0
494.001 1.66446e-06 1 1 1 0 0.00312859 1.00008 0.999918 1 0
495.001 1.66446e-06 1 1 1 0 0.00305396 1.00008 0.99992 1 0
496.001 1.66446e-06 1 1 1 0 0.00298116 1.00008 0.999922 1 0
497.001 1.66446e-06 1 1 1 0 0.00291012 1.00008 0.999924 1 0
498.001 1.66446e-06 1 1 1 0 0.00284081 1.00007 0.999926 1 0
499.001 1.66446e-06 1 1 1 0 0.00277319 1.00007 0.999928 1 0
500.001 0.000288395 0.999978 1.00002 1 0 0.00270721 1.00007 0.999929 1 0
